x_1,x_2,y
1.655951469,19.2116082,0
2.586303065,59.66451671,0
3.05243866,95.393487,0
3.000000167,128.9958878,0
2.732405562,123.4664046,0
0.936697884,22.8251949,0
1.91799922,33.08723434,0
3.779161304,380.4260352,0
1.745697977,17.02950911,0
2.82398975,61.00764374,0
3.176048553,150.0544475,0
1.764064861,85.59641384,0
3.955206693,323.6659235,0
3.346301701,43.38698397,0
4.640322787,878.8133676,0
4.88049657,139.8959267,0
2.132804765,47.02854876,0
2.074718796,20.61215778,0
5.862671657,423.7066151,0
2.047298403,104.2434726,0
4.480899057,221.4422228,0
2.409304916,60.35194411,0
1.909830616,88.42296205,0
2.857563049,72.26922159,0
2.623806845,50.03606684,0
2.902074803,97.25179488,0
3.450022339,44.84078115,0
3.16061758,125.0024246,0
3.722573728,196.219516,0
3.298109477,82.13075935,0
2.649659409,43.37699859,0
3.288421909,138.7499246,0
2.848445403,71.46775491,0
2.317726003,28.97859701,0
3.171661141,97.50668717,0
2.284555313,18.02356526,0
2.862521735,34.31675287,0
1.971768239,34.5987345,0
0.674966562,5.94922732,0
3.369867381,391.6900027,0
4.859758067,478.5948476,0
3.196753198,77.51111225,0
2.247732973,12.13654891,0
4.02115371,288.8628597,0
3.439115765,151.3250097,0
4.281131354,319.4628314,0
1.301915532,44.88820859,0
4.374957389,376.0826298,0
3.009599653,132.6602903,0
4.129553208,554.0479349,0
3.011410481,41.15081955,0
3.579670238,132.9976375,0
1.739314903,134.7922867,0
3.957612523,179.2517268,0
5.150980053,625.1444636,0
3.791816568,62.45078254,0
3.60680683,264.0694284,0
3.928604252,78.20251547,0
1.618761575,20.77106803,0
1.684155046,25.24594071,0
4.042481054,185.0826815,0
3.043836822,34.6503891,0
2.795037539,81.86571277,0
3.67063199,215.9223959,0
3.200416145,127.4112211,0
2.755936619,178.9894508,0
3.102959573,67.06924646,0
3.084945764,162.2321938,0
3.914424496,186.3339353,0
3.707227839,334.9861329,0
3.480417598,94.74134732,0
3.06313776,91.93731253,0
2.029042509,25.91887835,0
2.014231551,27.09951043,0
3.879173784,109.6863519,0
1.873791162,45.57550064,0
3.332720051,42.2144253,0
2.154420789,113.3524909,0
2.948269273,134.1216513,0
2.812043682,41.49341314,0
2.04090103,26.92100822,0
3.338434217,73.99285102,0
2.830900648,80.6131819,0
3.805530277,132.9429403,0
3.048999388,52.05374139,0
3.474015431,124.1690258,0
3.629836523,32.14971049,0
0.73802346,9.412609985,0
2.629358113,26.58493223,0
3.246012609,120.9241392,0
3.148613693,255.9428047,0
4.57680364,72.11178905,0
1.828840602,18.81560476,0
3.165028878,129.6884029,0
3.034044,181.7563422,0
3.465352597,55.41804345,0
2.875294324,108.7882413,0
3.465391801,116.8775185,0
4.52720914,202.2132856,0
2.698238998,136.3080208,0
4.645813164,187.3860812,0
4.946583584,109.8631039,0
2.475074922,109.0211512,0
5.085653127,238.1710642,0
2.100535233,33.97016038,0
4.305346186,203.2483543,0
3.285386685,70.73096763,0
3.380367048,109.9603627,0
3.145074558,44.48059727,0
3.076703753,485.5637878,0
3.111593865,291.1259755,0
3.111723309,45.12852697,0
2.491235853,46.62433389,0
4.779181718,119.7887909,0
2.458508347,49.12437249,0
2.408640905,79.62236376,0
2.628833638,161.3504004,0
3.85628304,201.4458903,0
3.280208303,168.0590582,0
2.627924633,119.5231445,0
2.393143219,84.17084918,0
4.484905536,278.7389846,0
2.303247507,45.01202585,0
2.826022235,110.699154,0
2.314878725,55.23226084,0
3.937672581,118.2488208,0
3.944834072,105.1064842,0
4.30905846,185.5872467,0
3.72352345,10.58771841,1
2.205164156,7.190778497,1
4.244612956,33.27495203,1
5.395384431,83.75938494,1
5.032398048,35.74048917,1
3.556051491,33.4522566,1
4.236390799,60.58882177,1
2.414156982,13.38666077,1
4.485462369,47.40936995,1
3.179060303,33.01488052,1
5.758623464,32.04431041,1
3.499836738,19.58134679,1
2.975418956,9.766161473,1
2.81125715,37.88638288,1
3.956689697,85.41423726,1
5.457590359,24.13239528,1
3.075872584,17.98264294,1
3.305294395,7.904144039,1
4.823658807,58.94806209,1
4.850929604,73.37515357,1
3.519985934,22.22690703,1
4.119094083,38.83712488,1
3.191660631,11.5405247,1
4.375681174,67.32831983,1
4.351675794,55.90808326,1
4.083035398,22.65037293,1
3.970393804,16.30436133,1
4.282013841,57.07923717,1
4.800922786,53.99701929,1
2.338925033,15.21025444,1
5.190584559,99.84700761,1
4.322254915,55.74050692,1
3.485798643,22.68072132,1
4.386194871,33.01857339,1
3.630504204,10.38209976,1
4.343973239,58.52996718,1
3.024833958,5.001506629,1
6.084002815,157.6327309,1
4.456819528,31.75478656,1
3.621812444,86.30597461,1
4.782393876,62.52082805,1
3.768007833,25.6760691,1
3.625512938,13.07782928,1
5.074765051,60.8156246,1
2.940400318,8.701458732,1
5.316381712,169.4146618,1
5.119843048,95.76571411,1
4.783367551,83.69192969,1
2.741145558,23.21858719,1
2.648812868,5.558782912,1
2.690832238,7.815271175,1
4.223451911,68.80613033,1
5.264200929,54.84017628,1
4.919868166,63.45012755,1
4.127036231,40.69340328,1
4.26406963,93.73852723,1
2.742144818,39.93818322,1
3.774333541,88.63168312,1
2.650861598,7.57243081,1
5.009717546,75.91916174,1
3.620286928,24.286864,1
4.240744592,24.69835827,1
3.606683291,47.97344312,1
3.837034043,22.96616078,1
3.739374672,33.13904938,1
3.704371058,33.35806029,1
4.181098808,58.98573883,1
3.194343408,18.70931673,1
5.991157083,144.8495145,1
3.549166931,28.08877703,1
3.754630732,64.70290778,1
3.607222525,21.86193226,1
4.62738667,14.37425009,1
3.761266791,28.70510382,1
2.891769186,18.5140142,1
4.067946709,35.02041202,1
4.255949317,22.41983764,1
5.673159752,145.0839146,1
4.063289275,94.96544411,1
3.631938072,20.42522935,1
3.81505607,4.774227336,1
5.153337568,254.6357677,1
3.927634463,19.50242115,1
3.197618022,23.76605938,1
4.00092218,21.2202345,1
4.437265094,30.0722646,1
4.007359963,25.35731639,1
3.342720911,10.21435776,1
3.964421139,34.72964378,1
1.857850922,13.19118067,1
3.13614563,11.03992614,1
3.23691082,8.91644864,1
4.954858188,42.91814939,1
3.709553622,54.8440201,1
4.800186587,31.07588649,1
3.590867901,23.24394023,1
2.973738643,22.80942925,1
4.555918347,236.8427671,1
4.966900693,172.0214782,1
3.354550161,27.81984168,1
2.851663433,4.422832918,1
3.297859828,4.597971613,1
4.355446749,43.07971698,1
4.262620536,54.5815162,1
1.851180499,34.2028813,1
2.561954825,9.622679069,1
4.23950187,12.67690658,1
4.927289441,75.05810567,1
4.031410104,38.78235075,1
4.441103966,101.9079906,1
4.670256734,192.4353246,1
4.294469825,42.24417261,1
3.886305285,77.03461628,1
5.233893696,51.32156513,1
4.554187416,110.6338305,1
4.385843938,33.48515239,1
3.375830085,33.6081205,1
2.493283823,10.97440245,1
5.457780573,64.44806417,1
2.367728083,16.03875117,1
4.981830978,39.21610293,1
3.769106567,31.28363944,1
3.677879949,55.06491727,1
2.684541374,31.18618224,1
4.648825243,67.57710989,1
5.788028024,125.1857129,1
4.62273114,65.1739176,1
5.264829991,23.99602086,1
6.411461568,175.4591771,1
3.312264984,38.32273202,1
3.503098842,11.26100021,1
3.872654606,24.56310847,1
4.051757412,98.84147655,1
4.566974593,93.83956661,1
4.611497765,12.70916173,1
3.45972922,14.5320911,1
3.437807189,24.82189336,1
5.68156126,78.36607162,1
3.296007112,49.81869058,1
5.493586231,93.11236498,1
4.30811683,28.01340776,1
3.10678133,20.93658913,1
2.611585602,15.57858706,1
5.590288439,82.11554984,1
4.126065313,14.87561156,1
3.224285311,19.71413774,1
2.423888098,35.78461217,1
2.26448071,25.65438803,1
5.691018308,112.2165814,1
4.816477689,103.6458715,1
3.279537283,10.27854294,1
3.88673518,31.48136179,1
3.414891694,32.25543156,1
3.479944604,16.88573231,1
4.96758601,53.99926632,1
5.662815362,92.28866231,1
5.56032844,75.91304627,1
4.087445145,116.0212382,1
5.047125991,49.26687726,1
3.180227894,14.66083939,1
4.42975972,48.95087267,1
5.3588866,109.131868,1
3.162217949,11.63519404,1
5.129696562,54.64247295,1
3.699059362,59.34086172,1
3.699204797,64.47143556,1
3.274394566,16.08637711,1
3.348847819,6.650740498,1
3.138134806,30.59262815,1
6.257112102,96.19403723,1
5.177502791,36.9205053,1
5.516146255,315.9741733,1
4.653280263,67.10575858,1
5.367113297,29.77814542,1
3.611029501,43.46597038,1
3.32079555,2.267131562,1
7.017044153,259.8383541,1
3.585902376,38.87578532,1
4.738291199,76.95781454,1
4.26758031,32.74327641,1
6.175138726,151.3340691,1
4.726391005,39.78620005,1
4.483422837,106.4168509,1
3.237057092,13.33668882,1
4.992950688,76.23092053,1
3.663008294,7.875447029,1
6.281655239,173.0049755,1
5.61172676,174.1550795,1
4.675268473,104.0093913,1
4.099947388,48.24488992,1
4.214291147,17.29292966,1
2.744848739,9.836173325,1
4.480518905,62.9720619,1
2.761916254,7.023653029,1
4.990972961,154.5906042,1
4.036548391,27.72183695,1
3.017893911,37.63080375,1
2.29711969,1.984986225,1
3.563175656,15.27099988,1
2.295241079,12.5052174,1
1.843865112,1.403270229,1
3.971183554,25.34276527,1
3.63207839,30.83625363,1
2.210374523,16.73987458,1
5.003978191,156.676358,1
3.54916547,41.16046995,1
3.890113071,25.32247989,1
4.176876129,31.27332472,1
2.009843177,8.760011092,1
2.775278908,4.543904208,1
4.209735168,39.36811378,1
3.247011591,9.68777219,1
2.606353998,27.23411383,1
3.403036661,74.9493377,1
4.047718308,42.8406065,1
4.326983695,46.6429529,1
3.05891919,13.86787454,1
3.304478947,9.033428155,1
3.652047766,6.827328185,1
4.170381208,36.55128518,1
4.745907432,40.98031827,1
4.698568128,42.10457038,1
3.949818457,33.94427984,1
3.568741839,40.50312031,1
3.808941273,41.45107868,1
2.463068308,13.27164621,1
3.32848207,30.76226249,1
3.644959913,25.22214442,1
4.730962564,10.83787904,1
4.329526357,28.02663041,1
3.07461621,14.1052271,1
3.360612594,8.042971464,1
4.581904138,18.54569413,1
4.179382768,109.1819089,1
4.900753019,54.49834196,1
4.428438009,87.77077232,1
3.615846605,13.34776585,1
4.630246469,107.999846,1
3.858863348,20.56148789,1
4.888000797,75.10220799,1
4.688580343,114.8492589,1
4.361606897,26.26688424,1
2.700580209,12.07319661,1
4.244206237,39.30182889,1
5.13628385,84.66375018,1
6.211818871,102.6720059,1
6.607894464,197.5861257,1
3.033144169,3.893679782,1
4.542327302,96.70555751,1
3.342760828,10.75363237,1
2.608331364,85.02589089,1
3.809055771,21.38428945,1
2.54773643,7.325523818,1
5.15313408,135.184523,1
2.815593047,14.25014893,1
3.341735721,19.45854,1
4.739927973,37.06598976,1
5.399755256,79.35068779,1
5.229515387,131.1155435,1
3.548917022,7.330233866,1
3.633077416,10.57830773,1
5.192619815,32.42740603,1
3.254473532,17.76628507,1
5.502429852,97.92672121,1
2.811798387,20.87811303,1
3.580988655,41.26714077,1
4.723094554,26.39884426,1
5.120576782,44.46477755,1
4.319201207,26.31112078,1
4.880299656,51.00886291,1
5.191105483,25.00718015,1
4.980540053,87.03365873,1
3.21089371,23.65455703,1
6.11352025,922.403554,1
4.242602044,46.96874669,1
3.028608241,24.75007769,1
3.438855714,41.1391903,1
4.331123339,16.85554647,1
4.955967732,54.46204268,1
3.133739364,9.460435302,1
5.101871362,183.4595216,1
4.488821374,29.10070397,1
3.655347646,20.51056381,1
3.034457535,14.51652129,1
3.456931416,39.11088694,1
6.76223017,211.7164729,1
3.17749159,6.293258976,1
3.294206078,83.31600706,1
3.648790887,45.71263094,1
3.237603551,26.17552757,1
4.484579105,24.75697329,1
5.274111127,741.9937727,1
4.496118235,36.90899681,1
5.090458378,59.48091621,1
3.116969944,18.07224424,1
3.604246333,22.04809202,1
3.448114289,26.06608692,1
4.349084525,58.16990117,1
6.468111615,512.4622895,1
4.342926043,21.9833777,1
3.8090265,41.0415689,1
2.276452843,5.160313945,1
4.669951208,83.06827414,1
4.26226182,55.21818135,1
5.250654026,90.1031144,1
4.964589338,55.65212708,1
3.571345782,62.88213111,1
2.655908799,7.297228355,1
2.804347669,13.80187917,1
3.038336325,10.2587179,1
3.490379785,30.16805389,1
2.568447532,13.27538676,1
4.406027051,52.60676662,1
5.018401397,63.74912917,1
3.831617256,48.72367438,1
3.5429934,24.25911236,1
3.037578184,12.94540251,1
3.734014879,39.62669561,1
4.463960095,20.39362597,1
5.116889209,68.2366735,1
5.204000478,305.0162733,1
3.365147938,66.27277303,1
6.593562796,226.4837167,1
4.623098789,47.7028548,1
4.818927625,118.0154209,1
3.916162496,18.80945918,1
5.212437693,44.18689546,1
6.197509515,332.8242587,1
3.499189202,29.09288517,1
4.409709068,61.12128443,1
3.911111352,24.39863708,1
4.933605408,94.10319865,1
3.496652364,46.5831323,1
3.276923755,12.58315346,1
5.261997463,92.66643696,1
5.76504438,124.156537,1
3.382959276,13.78612579,1
4.885832401,103.5126473,1
4.121676098,27.82734052,1
5.041987673,141.3290928,1
3.05526832,11.44467299,1
3.657995243,44.59894717,1
4.737739926,106.9499819,1
5.025359755,95.62850415,1
5.829644779,65.00374794,1
3.535633327,40.72366698,1
4.231085108,51.82165342,1
4.868200855,24.0530599,1
2.786841095,29.95820285,1
4.761894502,31.37320982,1
5.114851932,57.05637566,1
4.813563351,20.2438253,1
3.056550397,10.07516533,1
3.80226545,13.02130235,1
3.279400783,11.59179243,1
4.760142111,103.1907328,1
4.038073565,59.75717467,1
5.19964299,78.24809857,1
3.857097328,32.57402101,1
3.944380166,91.3898113,1
4.214710694,103.6097425,1
3.556569165,70.81572456,1
1.784553356,11.27144094,1
4.083826342,71.83610013,1
3.819057424,31.64313517,1
4.832973648,54.47474374,1
4.772995775,169.7591544,1
4.887706717,97.82290878,1
3.362653095,9.331062172,1
5.132876805,89.89060198,1
5.652869328,92.69287232,1
3.500620218,42.34706943,1
3.02697304,6.695250234,1
3.522518562,28.60826419,1
4.111119348,22.73390821,1
3.215550341,12.32110984,1
3.731410833,30.34653319,1
3.337056026,12.6337485,1
3.898678904,7.888148803,1
4.889777636,51.34211559,1
2.978155408,67.50431447,1
4.469189572,91.9021956,1
3.890909737,35.59754518,1
3.95705446,32.71166811,1
3.363842737,5.783003784,1
3.46228452,10.74254985,1
2.595155244,15.59607311,1
3.178963361,34.8032029,1
3.37522177,25.05507284,1
3.566056618,27.9527827,1
5.114284869,65.136266,1
3.839554807,54.95072466,1
4.541016494,46.21273261,1
3.615810472,22.38350945,1
2.19215373,22.98179631,1
3.724696593,23.21996337,1
3.139055263,5.970538411,1
2.969095261,20.24997848,1
3.957531021,27.26196973,1
4.025334024,12.23316511,1
